0 1.13131 0.0260437
1 1.16359 0.0275374
2 1.15688 0.0193219
3 1.13788 0.0227191
4 1.15214 0.0226511
5 1.17068 0.0263539
6 1.16293 0.0249072
7 1.16172 0.0225421
8 1.16366 0.0204462
9 1.15723 0.0196816
10 1.15483 0.0181956
11 1.15638 0.0171485
12 1.15741 0.0164484
13 1.15989 0.0155337
14 1.16337 0.0149119
15 1.16313 0.0139954
16 1.16121 0.0133198
17 1.15844 0.0128765
18 1.15847 0.0122871
19 1.16131 0.0120803
20 1.15874 0.0120911
21 1.16167 0.0121166
22 1.16226 0.0116832
23 1.16193 0.0112481
24 1.15951 0.0111181
25 1.15785 0.0108244
26 1.16003 0.0108239
27 1.16629 0.0122263
28 1.16474 0.0119377
29 1.16354 0.011604
30 1.16311 0.0113408
31 1.16408 0.0110874
32 1.16312 0.0108043
33 1.1645 0.0105971
34 1.16554 0.0104109
35 1.16676 0.0102055
36 1.16468 0.0101978
37 1.16485 0.0100317
38 1.16467 0.00987494
39 1.16319 0.00983429
40 1.16405 0.00966324
41 1.16499 0.00950421
42 1.16539 0.00931674
43 1.16524 0.00911424
44 1.1628 0.00926035
45 1.16349 0.00913992
46 1.16418 0.00898035
47 1.16552 0.00890508
48 1.16379 0.00890849
49 1.16427 0.00877677
50 1.16312 0.0086956
51 1.16444 0.00869325
52 1.16311 0.00868012
53 1.16337 0.0085297
54 1.16383 0.0084425
55 1.16459 0.00837731
56 1.16398 0.00834768
57 1.16426 0.00831427
58 1.16441 0.00825386
59 1.16437 0.00815858
60 1.16448 0.00803738
61 1.16475 0.00794141
62 1.16496 0.00790013
63 1.16459 0.00783006
64 1.16443 0.00772168
65 1.16493 0.00762421
66 1.16564 0.00754375
67 1.16643 0.00747614
68 1.16679 0.00738357
69 1.16608 0.00731883
70 1.16608 0.00723236
71 1.16593 0.00713896
72 1.16655 0.00707054
73 1.16653 0.00697672
74 1.16555 0.00697124
75 1.16506 0.00696357
76 1.16517 0.00689371
77 1.16553 0.006821
78 1.1652 0.0067536
79 1.16607 0.00672842
80 1.16521 0.00671604
81 1.16413 0.00672073
82 1.16379 0.00667024
83 1.1647 0.00665484
84 1.16534 0.00660882
85 1.1652 0.00653825
86 1.16517 0.00648998
87 1.16506 0.00642306
88 1.16503 0.00635446
89 1.16484 0.00629303
90 1.16539 0.00625944
91 1.1641 0.00634021
92 1.16459 0.00629631
93 1.16482 0.00623496
94 1.16484 0.00617395
95 1.1654 0.00614348
96 1.16534 0.00612168
97 1.16486 0.00608126
98 1.16431 0.00605647
99 1.16488 0.00602308
